,tweet_bersih,score,sentiment
308,induk sepak bola dunia fifa rilis update rangking baru kamis tepat partai final piala dunia qatar prancis lawan argentina,-4,negative
309,ribu warga argentina menyembut datang lionel messi timnas jalan kota penjuru daerah pesta tim juluk tanggo juara piala dunia qatar,-9,negative
310,banteng muda indonesia sumut kaum muda menontonbareng piala dunia qatar riah stand up comedy games quiz amen live show ketua dpd bmi sumut franky partogi wijaya sirait pesan tanding sepak bola,-2,negative
311,edar video facebook kumpul orang serentak baca kalimat syahadat peluk masuk agama islam video klaim supporter bola nonislam saksi piala dunia qatar,2,positive
312,rekor mbappe sejarah messi argentina kisah tari fase gugur final piala dunia,-1,negative
313,tuju salah antisipasi lionel messi semifinal piala dunia wajar josko gvardiol muda amp ruang kembang defender tonjol piala dunia qatar,-9,negative
314,jubah bisht lionel messi final piala dunia qatar sorot tarik sanggup beli nominal rp miliar lho,3,positive
315,gemilang maroko kisah sejarah piala dunia,-1,negative
316,jubah bisht kontroversi kena lionel messi juara piala dunia jubah incar wisatawan qatar lho detikers,-8,negative
317,siar final piala dunia down vidio maaf kasih kompensasi langgan,-1,negative
318,move on euforia argentina juara pildun kenal messi dkkselamat nikmat euforia keponya salam alumni final piala dunia untung trauma bayar lunass,3,positive
319,polis sarawak serbu tangkap orang percaya bookie punter aktiviti judi taruh piala dunia qatar,2,positive
320,qatar sukses gelar pesta sepakbola piala dunia negeri jazirah arab incar kursi tuan rumah olimpiade saing indonesia,8,positive
321,asia japan korsel eropa jerman afrika afsel amerika latin brazil eropa rusia asia qatar amerika utara mks knd amerika latinafrika a piala dunia jth latin,-1,negative
322,hadir host sayang kali mas agus analis messi is the real goat pasca juara piala dunia ronaldo juara pildun tonton ulas lengkap,-5,negative
323,salt baee daftar asisten latih argentina world cup qatar resmi milik medali piala dunia hak raya squad argentina cerita media sok take a note guys,4,positive
324,jubah lionel messi angkat trofi piala dunia qatar tawar rp miliar usah om,-7,negative
325,semi final piala dunia qatar link f ac dc fba db,0,neutral
326,ed ba ff bade bcc eefdc maroko semi final piala dunia qatar coba cek deh twibbonize maroko,-3,negative
327,man kisah piala dunia,-2,negative
328,wib histroy argentina juara piala dunia qatar vamos messi,-1,negative
329,harga lionel messi negara sampaisampai peristiwa sejarah juara piala dunia qatar jadi momentum bikin tato,4,positive
330,ronaldinho messi layak raih ballon dor,0,neutral
331,selamat momen haru messi hakim sang piala dunia sports,4,positive
332,enzo fernandez main muda baik piala dunia qatar gemar bawa pulang piala dunia argentina idola lionel messi mimpi nyata desember,1,positive
333,argentina juara piala dunia fifa qatar tangga ranking baharu sekutu satu bola sepak antarabangsa fifa,-5,negative
334,sampah sera argentina sambut parade menang messi piala dunia qatar lengkap via,-3,negative
335,lionel messi hasil sempurna jalan karier sepak bola profesional gelar piala dunia ya messi hasil antar timnas argentina juara piala dunia qatar,3,positive
336,timnas maroko kejut piala dunia qatar semifinalis,-1,negative
337,tonton kesel jam bosquh hubung wa link daftar ig,-13,negative
338,ranking fifa piala dunia qatar italia masuk,-1,negative
339,heboh wajah lionel messi pampang mata uang argentina bawa tim nasional argentina juara piala dunia qatar bintang negara lionel messi,-11,negative
340,messi masuk rumah sulit,0,neutral
341,sibuk debat goat sepak bola goat temu qatar dzakir dai global kenal khabib nurmagomedov mantan juara dunia kelas ringan ufc rangka ceramah acara piala dunia qatar,-4,negative
342,alas argentina larang pakai messi nama anak,-3,negative
343,iniesta messi goat sejati kecuali suka,5,positive
344,main cetak gol patut puji namum main assist apresiasi deret main assist piala dunia sports,3,positive
345,bawa argentina kampiun piala dunia qatar bintang negara lionel messi abadi ikon mata uang argentina peso kalah pahlawan nih bang mess,-5,negative
346,enzo fernandez main muda baik piala dunia qatar gemar bawa pulang piala dunia argentina idola lionel messi,-3,negative
347,situs judi online percaya xwin winrate layan cepat deposit amp withdraw bank online jam yuk buru join hubung wa,3,positive
348,piala dunia qatar pagelaran sepak bola platform suara isu ajang olahraga media komunikasi dapat,-9,negative
349,link gacor anti bocor ditto hug me mak nyak siang fajri,-6,negative
350,polis sarawak tahan individu op moga laksana november sember sempena johan piala dunia qatar,-5,negative
351,dampak piala dunia qatar masyarakat indonesia,-4,negative
352,nestapa jerman qatar saji matchday kedau piala dunia,1,positive
353,optimis didier deschamps menangais kalah timnas prancis piala dunia qatar,-5,negative
354,matchday piala dunia kejut messi sungkur ronaldo cetak rekor,-1,negative
355,piala dunia fifa putar final piala dunia fifa turnamen sepak bola internasional tahun ikut tim nasional senior pria anggota fifa turnamen edisi qatar november desember,-17,negative
356,news momen gila argentina angkat trofi piala dunia qatar juta orang pesta riah,9,positive
357,postingan instagram lionel messi menang piala dunia argentina pecah rekor likes postingan instagram kalah postingan telur viral,-6,negative
358,panggil sebut emak emak keluarga peran vital layak lionel messi nomor punggung kapten timnas argentina piala dunia fifa qatar selamat desember,-2,negative
359,piala dunia selenggara qatar hadiah fantastis banget hadiah total usd juta wow klik,6,positive
360,fantastis rincian hadiah piala dunia qatar lansir national world rincian hadiah oleh tim fase grup final,-6,negative
361,besar hadiah piala dunia qatar menang negara lolos,-3,negative
362,menang piala dunia qatar,-2,negative
363,bawa argentina kampiun piala dunia qatar bintang negara lionel messi abadi ikon mata uang argentina peso,-1,negative
364,juara piala dunia qatar lionel messi pamer trofi psg,-4,negative
365,gin tonton piala dunia qatar penjuru bumi,-8,negative
366,kylian mbappe gagal bawa timnas prancis juara piala dunia qatar istirahat mbappe latih paris saintgermain psg,-8,negative
367,nasi goreng bentuk icon piala dunia qatar,4,positive
368,timnas inggris gelar fair play piala dunia qatar,4,positive
369,raya menang argentina gelar piala dunia qatar sembah tshirt bahan cotton combat si amp sablon plastisol harga po,-2,negative
370,jadwal tanding spain cup jumat desember link enterslots,4,positive
371,ramai piala dunia qatar anggota fraksi pks depok qurtifa wijaya gelar turnamen futsal,-4,negative
372,penggawa timnas maroko ibu temu raja maroko pulang piala dunia qatar selamat gaes,6,positive
373,darah muda sinar piala dunia qatar,0,neutral
374,sedih warga qatar rindu riah piala dunia,-4,negative
375,cristiano ronaldo eks man utd daftar kitman argentina world cup qatar resmi milik medali piala dunia hak raya squad argentina cerita media sumber all time ronaldo,-2,negative
376,piala dunia resmi tampil epik legend sepakbola sayang lewat jumpa piala dunia sports,-5,negative
377,menontonbareng piala dunia qatar desember kemang jakarta selatan,-1,negative
378,fan argentina good news tim dukung menang sektor sampah nih qatar selenggara piala dunia umum daur ulang sampah,-1,negative
379,euforia piala dunia qatar kalah bully menang bilang settingan menang argentina messi kalah prancis mbappe menang dodo panas fan dodo,-16,negative
380,tampil meledakledak timnas inggris piala dunia qatar rashford bawa tampil eksplosif mu,-7,negative
381,giovanni vincenzo infantino administrator sepak bola presiden fifa bagi kenang favorit piala dunia qatar upacara buka benarbenar tampil jungkook,-1,negative
382,usaha china dominasi sponsor acara helat turnamen piala dunia qatar minggu desember,1,positive
383,kakak piala dunia qatar buruk,-6,negative
384,google search pecah rekor piala dunia qatar,-1,negative
385,juara piala dunia pep guardiola lionel messi baik,1,positive
386,orang jajar latih staf latih argentina final juara piala dunia qatar lionel scaloni kepala latih pablo aimar asisten roberto ayala asisten walter samuel asisten,3,positive
387,kieran trippier senang putus tahan gareth southgate arsitek timnas inggris,-2,negative
388,andai zinedine zidane latih timnas prancis karim benzema batal pensiun,-5,negative
389,jadwal lengkap piala dunia qatar piala dunia,-3,negative
390,momen kagum piala dunia,1,positive
391,open order kaos selebrasi juara piala dunia qatar argentina stok cepat langsung chat wa east nusa tenggara,-5,negative
392,janji messi juara main piala dunia,-1,negative
393,dasar gambar atas pildun ya final piala dunia baik dukung kayak rollercoaster,-2,negative
394,atur tonton laga piala aff indonesia vs kamboja sugbk ketat piala dunia qatar,-8,negative
395,move on moga ajang menabjukan kejut orang tonton terima kasih negara sejarah kejut diqatar istimewa percaya jumpa,-1,negative
396,faktafakta unik tarik piala dunia qatar,1,positive
397,emiliano martinez raih sarung tangan emas piala dunia qatar,-1,negative
398,argentina juara piala dunia piers morgan messi sombong,-4,negative
399,ridwan kamil sapa sebut kang emil hasil ramal menang tim argentina piala dunia qatar,-2,negative
400,sepak bola kontribusi gol piala dunia,-1,negative
401,messi angkat trofi piala dunia kakak cristiano ronaldo kecewa edisi qatar piala dunia buruk,-4,negative
402,piala dunia selesai reels isi qatar seru vibes fifa world cup,-2,negative
403,graham arnold latih baik piala dunia versi media prancis lequipe,2,positive
404,messi cerita akun instagram pribadi tempuh wujud mimpi,2,positive
405,drake hilang uang nila rp miliar argentina nobat juara ajang piala dunia qatar,-3,negative
406,senang tumpah manamana trofi piala dunia ukur raksasa grafit usil ganti nama jalan buenos aires,0,neutral
407,iniesta suka messi goat sejati,5,positive
408,tualang sedih qatar main juluk pilih tim buruk piala dunia ronaldo gabung starting xi buruk piala dunia main argentina lautaro martinez,-28,negative
409,syeikh messi quran baca buka momen kesan piala dunia qatar,4,positive
410,konsultasi butuh rumah solarkita,-2,negative
411,qatar plts pasok energi piala dunia,2,positive
412,ton kroos kes performa lionel messi piala dunia,2,positive
413,konfederasi sepak bola amerika selatan conmebol hadiah argentina juta dolar as juara piala dunia qatar,-1,negative
414,puan maharani harap gelar piala dunia qatar jalan lancar pdip puan nomor,3,positive
415,main nomor punggung debat emban titel no baik piala dunia qatar,4,positive
416,tulis nama hebat piala dunia qatar versi,-1,negative
417,spasogoal bukti timnas indonesia piala aff,-3,negative
418,kejut piala dunia qatar besar piala dunia swedia tambah serta tim kisah dongeng qatar saji piala dunia,6,positive
419,aksi suporter jepang piala dunia qatar,4,positive
420,riah timnas maroko pulang kampung sambut riah undang istana presiden raja mohammed vi skuad timnas maroko angkat perwira tampil gemilang piala dunia qatar kemarin,18,positive
421,messi starting xi argentina,0,neutral
422,tarung baik piala dunia qatar,-2,negative
423,salt bae daftar head chef argentina world cup qatar resmi milik medali piala dunia hak raya squad argentina cerita media sok take a note guys,3,positive
424,tuan rumah piala dunia jubah bisht lionel messi kontroversi alas qatar jubah bisht pulga,-5,negative
425,lionel messi ego maradona piala dunia pulga kalah,-8,negative
426,momen messi cs evakuasi helikopter parade juara piala dunia,0,neutral
427,final piala dunia seru qatar argentina v prancis,0,neutral
428,kali bayi ajaib rayyanza cipung prediksi menang argentina final piala dunia qatar,-2,negative
429,harga main baik piala dunia leo messi,4,positive
430,yuhuuu nih argentina nih menang piala dunia,-2,negative
431,emiliano martinez kiper baik piala dunia kiper bawa argentina juara salah kiper cinta lionel messi,-3,negative
432,sosok nora fatehi nyanyi lagu piala dunia qatar bikin pria kutik surabaya insider,2,positive
433,terus messi ronaldo jago,3,positive
434,aguero messi tani bobok jelang final piala dunia,3,positive
435,messi tergilicir bumbung bas rai menang sikit nak cacat lionel messi terhumban bumbung bas naik sesi ara rai jaya juara piala dunia qatar lepas pulang,-1,negative
436,emiliano martinez ulah mbappe sasar,-3,negative
437,presiden fifa qatar piala dunia baik sejarah,4,positive
438,goat messi piala dunia qatar,-1,negative
439,alas final piala dunia final baik sejarah sports,3,positive
440,duh rumah messi rosario kepung fan argentina juara piala dunia,-5,negative
441,perang rusia ukraina amp piala dunia qatar hasil bukti betapa ras munafik amp arogan orang barat media lucu eropa kritik qatar amp timur lgbt emis pasok minyak gas,-8,negative
442,piala dunia argentina jawara kalah prancis netizen ucap terima kasih qatar,-1,negative
443,pesta argentina menang juara piala dunia sports,2,positive
444,gegara piala dunia qatar orang paham kalo kawasan maghribi kalah tarik banding eropa beda gambar media barat,-9,negative
445,lionel messi cs hasil juara piala dunia qatar fifa tim tango terima hadiah konfederasi sepak bola amerika selatan conmebol,-2,negative
